run,y/R,z/H,t1_vec,t2,meanu,meanv,meanw,stdu,stdv,stdw,meanupvp,meanupwp,meanvpwp,meanupup,meanvpvp,meanwpwp,meanuu,vectemp,fpeak_u,fstrength_u,fpeak_v,fstrength_v,fpeak_w,fstrength_w,t1_perf,nbladepass,tsr,cp,cd,ct,std_tsr,std_cp,std_cd,std_ct,eta2,a,torque_ripple,amp_tsr,phase_tsr,amp_cp,phase_cp,amp_cd,phase_cd,amp_ct,phase_ct
117,2.0,0.5,13,29.54,1.1092826481257556,-0.0012908101571946795,-0.015226420798065295,0.025824954444653835,0.02257999510961362,0.011718037270269589,-2.8431406439849773e-05,-4.115547054226393e-05,2.3463779683271216e-05,0.0006669282720684458,0.000509856179150175,0.00013731239746742716,1.2311749217049577,19.47,6.148332357073131,0.03986494572851999,0.14995932578227147,0.023634151086843812,0.14995932578227147,0.07591479020055046,13,30.0,1.899906144784274,0.2348381731724133,0.9617354979197352,0.1195074006421996,0.14426213268097174,0.1230760750124038,0.3146320716021515,0.055240437441702775,0.4084400250808724,0.4021602978971605,1.5940761864839736,0.20187095647669254,1.9493277147282464,0.17080403675717312,-0.10491146156457078,0.4245782893141667,1.6654600326100708,0.07659618900601664,1.9947797059016783
118,2.25,0.5,13,29.54,1.1066596130592503,-0.000891475211608223,-0.0211136638452237,0.026296978025934243,0.028440236452184377,0.010686491806597032,1.8641535342118864e-05,-3.393318787476481e-05,-9.214516163227468e-05,0.0006915310532964685,0.0008088470494561571,0.0001142011071324655,1.2253870302297463,19.47,0.14995828385480586,0.04008417409810442,0.14995828385480586,0.019686987359945667,0.5498470408009548,0.10168457896319369,13,30.0,1.8999193455514705,0.23422953824286555,0.9666929246656868,0.11926242909305974,0.14298621422148886,0.12148394514594475,0.3109630192571529,0.05452466008828381,0.40945232758124506,0.4082343148360706,1.5912299794936962,0.20031001869145207,-0.1419488551696592,0.16927595121364306,1.9934154799232624,0.4189770264223541,1.6676698153460146,0.07595431291037183,1.998688947183473
119,2.5,0.5,13,29.53,1.0448082274652146,-0.0081016333938294,-0.026933151845130066,0.04978857421403499,0.052367459668937154,0.02867947820695422,0.0002598083981936819,-1.2873750232852993e-05,-9.661873533574218e-05,0.0024789021222664702,0.0027423508321777596,0.0008225124702231619,1.0941031343012704,19.47,0.1500370531506461,0.026000857558271667,12.95319892200578,0.008627104412810201,0.550135861552369,0.015325574206478905,13,30.0,1.9000706629570856,0.2370897291645199,0.970824380296164,0.12066423423152275,0.14449720232863816,0.12314222809253945,0.31242944423833097,0.05516833671313737,0.4161751079169624,0.413192081719997,1.5520358399768253,0.20232315199509174,1.951180025082512,0.17160754778322224,1.9920534242615149,0.4244534710467999,1.6665313540230726,0.0768842148151005,1.9974362386925464
120,2.75,0.5,13,29.53,1.1010592861464004,-0.013906231094978827,-0.02729431336963098,0.027223339577653334,0.028362727706268673,0.012138924521281876,1.9876473470845705e-05,-2.8698522256367918e-05,-8.756677642329532e-05,0.0007411102177602264,0.0008044443229399406,0.0001473534885333784,1.2130726618269814,19.47,0.15003610543859325,0.1334994006347842,0.15003610543859325,0.01032306715294793,0.15003610543859325,0.1173802060905854,13,30.0,1.9000826648673141,0.23751057413350535,0.9728876277752204,0.12091705978178435,0.1439545095492098,0.12301051920047767,0.31441077038260623,0.05513719133680505,0.4177683341874853,0.4156342543408162,1.6343968880801605,0.20113268896714684,1.9427430258471492,0.17054519090868672,1.9835608579766677,0.4240637228653279,1.6588015520744883,0.07637684545541261,1.9890097810594916
121,3.0,0.5,13,29.54,1.1000541112454656,-0.015090084643288999,-0.035113361547763,0.024282455400810306,0.022045223626832266,0.00929108232813437,1.3549916913890187e-05,-3.774023829593431e-05,-8.20428710436317e-06,0.0005896376402923417,0.0004859918847570435,8.632421082817077e-05,1.2107086853083435,19.47,0.14995812194507502,0.03120612149280517,18.54482108054094,0.011491337910381795,0.14995812194507502,0.1161494382244063,13,30.0,1.8999213968937108,0.2347561709470265,0.9659289903381809,0.11959869675531495,0.14191769434410922,0.12096303778600676,0.3118600821894946,0.05433746097204751,0.4100551941868507,0.40730740806484217,1.6368125531263809,0.1982469896775719,1.9449682564522557,0.16766925457268744,1.9863401173737427,0.4225936819274604,1.6618619152826852,0.07522730610784731,1.9916658822717643
122,-3.0,0.0,13,29.53,1.1071727162734422,-0.024254083484573506,-0.03909921355111918,0.025168556871487596,0.01879813297509495,0.0065534116659315585,1.3381977222297259e-06,-4.496592530620422e-05,-5.893343566062019e-07,0.0006334562549933055,0.0003533698033493522,4.294720446316784e-05,1.2264648799153055,19.47,6.152406821548591,0.0637036622298099,0.5502152442035325,0.0030725068489848703,0.15005870296459978,0.04330243310612034,13,30.0,1.8997965290645544,0.232444003219556,0.9675193527050115,0.1184614084673916,0.14060197717737102,0.11953884779808982,0.31048148288024763,0.05378754277390463,0.4066705875970071,0.4092334154034616,1.5780018852888824,0.1969426378442947,1.9267922407249949,0.1662578522293909,1.9682164408052203,0.4210379111379676,1.6405684116285728,0.07472023253981891,1.9736466124308547
123,-2.75,0.0,13,29.53,1.1189186327888687,-0.025873260738052028,-0.037917725347852385,0.02703361663519641,0.020520362279281806,0.008233613054829904,-6.9400808041548665e-06,-5.278035938250831e-05,-1.452736632766178e-05,0.000730816428378768,0.00042108526807297156,6.779238393666541e-05,1.25270972323049,19.47,6.151781525170781,0.0817275768386916,0.15004345183343368,0.00518794978291593,0.15004345183343368,0.07793553676486317,13,30.0,1.8999896334333195,0.2381830341185576,0.9729255166763005,0.12136607442309225,0.14246772204397953,0.12107064199800092,0.3131778665110297,0.054258992511160994,0.4189668470481903,0.4156788973051171,1.5225151655199107,0.2000184082981139,1.9383303474650868,0.16948652118765367,1.9795957241254756,0.4262737293184659,1.6561598556160464,0.07592164051280262,1.985129619418152
124,-2.5,0.0,13,29.53,1.1334192377495462,-0.02243708408953418,-0.04105928614640049,0.028547605862977436,0.020422424995018087,0.009728908344035217,-3.0084150469420918e-05,-6.169383829434032e-05,1.4446863738188539e-05,0.0008149658005079036,0.0004170754426771395,9.465165756663808e-05,1.2854541343012704,19.47,6.1526573942551535,0.08540550525588819,0.15006481449402811,0.013537248297640383,0.15006481449402811,0.20460015261033948,13,30.0,1.8997191580803272,0.2357413493195689,0.970300334905061,0.11998805485635992,0.14425627421011314,0.1228782167852904,0.31752115365201694,0.05515290975916577,0.4135920512876856,0.4125682713763996,1.5673559888066828,0.20237033366953094,1.9413006835149231,0.1714511625359129,-0.11217056848716184,0.4321961292544675,1.6616400548943075,0.0769189840392836,-0.1066092794546269
125,-2.25,0.0,13,29.53,1.0914449485783424,-0.019011796733212342,-0.03624924379915306,0.054877134062414325,0.05615680163803825,0.029994184872528577,0.0007154532223214023,-6.427211848592222e-06,8.226808212094166e-05,0.0030114998429041943,0.0031535863702139757,0.0008996511261674222,1.1942635756200848,19.47,0.15004350661517815,0.03703826109982146,14.154104124031804,0.0106050536393907,0.15004350661517815,0.015068785394258339,13,30.0,1.899988939736212,0.2324514367271169,0.9626778575258444,0.11851197212575812,0.13950284956262415,0.11871414877397128,0.30740042472500634,0.053343028425905055,0.4046821074337605,0.4033258143276955,1.6121497626544272,0.1954535879829241,1.9527417254831747,0.16509553108171895,1.9932725564480633,0.41714636968140173,1.6638500877031592,0.07415131843887295,1.9986664263824452
126,-2.0,0.0,13,29.53,1.126968542044767,-0.04027102238354507,-0.026754083484573508,0.03769784963391642,0.031033494599174722,0.015952715500597386,9.360792912042093e-05,-8.936612966799638e-05,-2.008670865159645e-05,0.0014211278670213721,0.0009630777870370066,0.00025448913184300005,1.2714792226255296,19.47,0.15004397864035937,0.04352369659340763,1.7505130841375258,0.033072467029366774,0.15004397864035937,0.06282234977743906,13,30.0,1.8999829625378482,0.23374756928979806,0.9635134262480318,0.1190251525779224,0.14256233636225538,0.12117913841672863,0.3118884300698063,0.0544704700742577,0.4072881396937765,0.4043549060197384,1.6484463848844344,0.19982294704941356,-0.1505691171399411,0.16889015288043432,1.984795370416337,0.4248822889876191,1.6557010778640169,0.07584151138653092,1.9902423888014544
